customer_id,name,gender,age,country,signup_date,customer_tier,months_since_signup,churned,CLV,next_purchase_prob
21,Margaret Hawkins DDS,M,18,EU,2023-03-23,Silver,9,False,142.40958572417492,0.5256426098504189
22,Patty Perez,M,39,USA,2019-07-23,Gold,54,True,233.98832424185872,0.49701315189270806
23,Ethan Adams,F,29,USA,2019-11-11,Bronze,50,False,74.22424137235741,0.3292062356025459
24,Tommy Walter,M,30,USA,2019-03-16,Silver,58,True,139.7817852419148,0.46618769019515605
25,Matthew Foster,F,29,EU,2020-10-06,Bronze,39,False,96.08902878739515,0.48865941300483745
26,Judy Baker,M,35,Asia,2021-11-28,Silver,25,True,191.8404679193555,0.33889209904180373
27,Justin Baker,F,25,USA,2019-11-01,Silver,50,True,185.260319340482,0.5226424723560462
28,Stephanie Ross,F,47,EU,2023-12-08,Bronze,0,False,107.84307767201167,0.3711963410511285
29,Zachary Hicks,F,18,EU,2020-08-26,Bronze,40,True,80.11172525673352,0.5652013389844847
30,Anthony Rodriguez,F,37,USA,2021-01-20,Gold,35,True,202.28966119443476,0.3520852394869628
31,Rebecca Henderson,M,39,EU,2019-11-17,Bronze,50,False,137.59294549781737,0.5235645203057205
32,James Ferrell,Other,25,USA,2019-02-10,Bronze,59,True,97.02610753666104,0.4709466802738741
33,Tricia Valencia,F,22,USA,2021-12-02,Gold,25,True,205.14472754802304,0.5452073842998998
34,Nathan Maldonado,F,43,Other,2019-09-19,Silver,52,False,155.59232234777542,0.5248490007699018
35,Debra Davidson,F,23,Other,2021-10-06,Silver,27,True,124.50686902819186,0.5142149224684963
36,Jeffrey Chavez,M,26,Asia,2021-12-02,Gold,25,False,167.6409868786874,0.3890552952104314
37,Sherri Baker,F,41,USA,2023-12-18,Bronze,0,False,83.79994785116371,0.5831032491225738
38,Cassandra Gaines,M,33,USA,2021-01-14,Bronze,36,True,94.03454863611098,0.543103904294086
39,Elizabeth Fowler,F,18,EU,2022-01-06,Silver,24,False,163.2660680728294,0.5955727499191488
40,Brittany Farmer,M,50,EU,2019-05-12,Silver,56,True,155.09807974114335,0.4961996575263752
41,Paula Moreno,F,27,USA,2023-11-20,Bronze,1,False,110.14757561303695,0.4730736720057467
42,Fred Smith,M,28,EU,2020-02-21,Bronze,47,True,143.20821522171616,0.34775905813293717
43,Sherry Decker,M,35,USA,2022-11-27,Bronze,13,False,151.89716421765624,0.40088868413857925
44,Anthony Humphrey,F,39,Other,2021-01-08,Gold,36,True,203.7535675562454,0.4290115929461525
45,Angelica Tucker,F,52,USA,2020-11-03,Bronze,38,False,118.46377933799657,0.644214319891499
46,Philip Cannon,F,18,EU,2020-05-05,Gold,44,False,226.3641972092118,0.3133229815723969
47,John Pierce,M,41,USA,2020-10-17,Platinum,39,True,364.61644274329575,0.2990891833045778
48,Shane Henderson,M,40,EU,2020-05-26,Silver,43,True,181.25077202965193,0.4894024426461194
49,Joshua Blair,F,31,EU,2023-11-20,Silver,1,False,134.1536477818765,0.38504657349763005
50,Eric Carney,Other,40,USA,2023-07-05,Bronze,6,False,139.62650093252404,0.4426293134861744
51,Jessica Holmes,F,42,Other,2020-05-14,Bronze,44,True,130.62196474930028,0.4340551640653824
52,Danny Morgan,M,19,Asia,2022-07-20,Silver,17,False,178.99729257187306,0.40536419877629465
53,Crystal Robinson,F,50,Other,2019-04-28,Bronze,56,True,113.71331775186387,0.38554470250996037
54,Mark Perez,M,18,Asia,2019-11-14,Bronze,50,True,107.96800191722193,0.3602404042860222
55,Shannon Jones,F,21,EU,2023-08-09,Silver,4,False,156.15697681062272,0.44457760562146625
56,Michael Lewis,M,30,Other,2022-08-08,Bronze,17,False,115.75302573986687,0.2806464153293238
57,Timothy Duncan,M,52,USA,2022-10-11,Silver,14,False,157.61260663457793,0.5908487938778576
58,Richard Aguirre,F,29,USA,2021-03-28,Bronze,33,True,107.55951368264977,0.3673445951059616
59,Brent Jordan,F,32,USA,2023-10-18,Bronze,2,False,100.47191219672173,0.5679781677830242
60,John Daniel,M,47,USA,2022-11-09,Bronze,13,False,97.32993370161363,0.4010958933023824
61,Victoria Garcia,M,29,USA,2022-11-02,Platinum,14,False,414.9441398185895,0.6556067573895521
62,Gerald Hensley,M,21,USA,2019-01-22,Gold,60,True,208.42639400116238,0.5060387278779198
63,Connor West,F,28,Asia,2022-10-02,Bronze,15,False,94.30645166896373,0.338508966011158
64,Donald Wright,M,46,USA,2022-12-06,Bronze,13,False,105.81691485258601,0.8747072916225953
65,Jessica Callahan,M,33,USA,2020-11-06,Gold,38,True,156.6900414095333,0.43733487001289423
66,Amber Kidd,F,52,EU,2019-02-11,Bronze,59,False,121.32848516549188,0.4165176655686104
67,Tracy House,F,40,USA,2019-07-23,Bronze,54,True,102.75927242077174,0.4267510463957235
68,Carol Tucker,F,26,Asia,2020-11-10,Bronze,38,False,95.96571302536555,0.5596920915956028
69,James Brown,F,33,USA,2019-04-13,Silver,57,True,140.87519012017628,0.2820885706565335
70,William Baker,F,24,Other,2021-03-21,Bronze,33,False,70.9428878183251,0.5203824421762758
71,Jordan Henderson,F,26,Asia,2021-11-28,Bronze,25,True,139.02508868425122,0.24721968890755652
72,Whitney Peters,F,65,USA,2023-11-19,Silver,1,False,159.74112458777432,0.48894285455093356
73,Brittney Phillips,F,43,USA,2019-07-28,Bronze,53,True,138.74042626589954,0.6689915960665725
74,Lauren Daniels,M,41,Asia,2019-07-02,Silver,54,False,146.24752276108347,0.41680816471997617
75,Amy Silva,Other,26,Asia,2021-07-20,Silver,29,True,167.6899321846021,0.6331530579794385
76,Sarah Moore,M,48,Asia,2023-01-14,Bronze,11,False,117.38255894574554,0.24959003451761513
77,Angela Lopez,M,43,Asia,2023-12-28,Bronze,0,False,112.4812326092104,0.40675163354934785
78,Megan Young,M,51,USA,2021-04-01,Silver,33,True,140.47980762987686,0.3163312053790357
79,Steve Sanchez,M,51,USA,2021-04-27,Bronze,32,True,67.26033431753797,0.7862296705626846
80,Lisa Barnes,F,18,USA,2020-10-12,Bronze,39,True,147.8175678156449,0.43883347128289507
81,Kelly Donovan,F,21,Asia,2023-01-18,Silver,11,False,132.0864728281507,0.4024342971606187
82,Mike Allen,F,22,EU,2023-11-24,Silver,1,False,230.11660284277238,0.4613352866196364
83,Michael Evans,F,23,USA,2020-12-16,Bronze,37,True,90.59616090873237,0.501003775964569
84,Paul Jones,F,36,USA,2021-08-05,Bronze,29,True,130.23863508400345,0.4443453545664222
85,Zachary Ferrell,M,27,USA,2020-12-21,Bronze,36,True,114.36611427144739,0.3213272566472052
86,Daniel Baker,F,53,USA,2020-07-19,Silver,42,True,172.9215234488732,0.7024010007186232
87,Shirley Suarez,F,52,Asia,2022-05-14,Silver,19,False,135.14718596298619,0.6632242621237285
88,Christopher Bass,M,32,EU,2023-12-11,Silver,0,False,141.79796783902884,0.5499770839851134
89,Lisa Archer,F,52,Asia,2021-05-17,Silver,31,True,142.22381065806582,0.5419801183599467
90,Aimee Montoya,M,47,EU,2022-08-22,Gold,16,False,210.99075466579242,0.5323076016384294
91,Matthew Mcmillan,M,28,USA,2022-11-15,Bronze,13,False,98.30529205499117,0.43150463068819955
92,Brian Rodriguez,M,18,Asia,2022-07-16,Bronze,17,False,91.8656684059768,0.41521827088972174
93,Denise Jacobs,M,30,Asia,2021-08-14,Gold,29,False,167.3789378518856,0.7391031082350376
94,Christina Walters,F,26,EU,2020-11-28,Bronze,37,True,85.66023901081215,0.5937657328659413
95,John Whitehead,F,35,Asia,2021-11-17,Bronze,25,True,110.67485341335333,0.30052952863195204
96,Anna Henderson,M,33,EU,2023-11-04,Bronze,1,False,85.96287080931738,0.4322504976733822
97,Aaron Wise,F,33,EU,2023-10-14,Gold,2,False,156.03822852265117,0.5731469104540718
98,Deborah Figueroa,F,38,EU,2020-05-04,Bronze,44,True,102.8202027311342,0.5551887390663809
99,Jessica Smith,M,20,USA,2021-07-27,Bronze,29,True,56.36054319915261,0.5791884125300986
100,Stephen Mckee,M,37,USA,2020-12-03,Silver,37,False,149.80807242117922,0.2770942832346116
101,Sandra Aguilar,F,28,USA,2020-11-04,Bronze,38,True,101.57675519336271,0.5480228611759197
102,Cameron Parker,F,34,EU,2021-02-22,Gold,34,True,222.51589932740234,0.6673192400942336
103,Rebecca Valencia,Other,42,USA,2023-11-06,Bronze,1,False,106.82203906566745,0.27421427154865574
104,Christine Wright,M,20,EU,2021-07-27,Silver,29,True,111.66257405421248,0.7609408498727499
105,Richard Henson,F,30,Other,2023-12-22,Bronze,0,False,96.27559395944145,0.54951301764144
106,Marc Moore,M,31,USA,2019-03-22,Gold,58,True,226.11118196336977,0.5164589613349377
107,Sharon Cherry,M,27,EU,2019-07-04,Gold,54,True,216.7216128975172,0.35726228013667116
108,Sierra Johnson,F,41,Asia,2019-01-27,Silver,60,False,126.54388738358327,0.4044740326427026
109,Evelyn Galvan,M,25,USA,2022-06-07,Gold,19,False,216.63613897057763,0.4433685253012005
110,Sharon Cochran,M,27,USA,2023-10-07,Bronze,2,False,118.2977850360888,0.28612191514034696
111,Richard Rodriguez,M,25,USA,2023-11-18,Gold,1,False,160.948038551582,0.4527753226719033
112,Shannon Walker,M,43,USA,2021-11-12,Silver,26,True,91.19298784162294,0.3661809741957046
113,Julia Torres,F,28,Other,2023-11-16,Gold,1,False,270.9625354562874,0.6024436335321994
114,Crystal Johnson,F,37,Asia,2021-01-06,Silver,36,True,159.4600474223323,0.04307251250550531
115,Garrett Lin,M,52,EU,2022-08-05,Bronze,17,False,90.8541634221761,0.4629444883299222
116,Diana May,M,32,Asia,2021-11-10,Silver,26,False,135.25334115118133,0.3548465323289338
117,William Herrera,M,44,Asia,2019-05-17,Bronze,56,False,102.93581075047545,0.5004025505809615
118,Ashley Waller,F,49,USA,2021-04-03,Silver,33,True,181.23055231564678,0.8530752477473504
119,Victor Baker,M,43,Asia,2021-08-09,Bronze,29,True,69.80423726257028,0.7511240536002148
120,Jeffrey Chandler,F,32,EU,2021-04-27,Bronze,32,False,91.98110880352512,0.42575384161404256
121,Larry Dixon,M,39,Asia,2023-11-25,Platinum,1,False,399.23804519727446,0.4721813879640132
122,Kenneth Scott,M,20,Asia,2020-12-10,Gold,37,True,232.98475823280404,0.3743251892740258
123,April Frost,F,25,USA,2020-11-25,Gold,37,True,229.57230882219037,0.47737052687757003
124,Michelle Harmon,F,26,USA,2020-05-27,Silver,43,True,162.23089534136682,0.6104219029201278
125,Helen Jones,M,55,USA,2023-12-10,Silver,0,False,159.3144382959751,0.30294769088318146
126,Erin Edwards,F,24,EU,2019-11-21,Silver,50,True,135.95474688534765,0.735005899556069
127,Michelle Evans,F,24,Asia,2020-03-06,Bronze,46,False,88.83566964871949,0.6371642709748055
128,Jason Powell,F,22,Asia,2020-11-25,Gold,37,True,232.24529790241462,0.6306336134706431
129,Cameron Fisher,F,38,USA,2022-12-04,Gold,13,False,178.41569744450896,0.5573707452425509
130,Megan Orr,F,34,EU,2022-02-11,Silver,22,False,158.51497745384586,0.36445976758936005
131,Elizabeth Kelley,Other,43,EU,2019-06-20,Gold,55,True,206.06941965300248,0.6518151211719005
132,Dustin Jordan,M,39,USA,2021-08-28,Silver,28,True,215.75662747452594,0.4520403776332054
133,Mary Marshall,F,19,USA,2021-03-09,Bronze,34,False,96.79155407326623,0.2467208039580805
134,Daniel Kennedy,M,24,USA,2022-06-12,Platinum,18,False,370.1077987351201,0.5119368998590401
135,Rebecca Jackson,M,46,Other,2022-02-23,Bronze,22,False,114.14610211327829,0.32614644196602405
136,Jose Schultz,M,30,USA,2019-11-22,Silver,50,True,146.48271337763003,0.4092375658446938
137,Robert Potter,M,44,EU,2019-11-10,Bronze,50,False,75.12025328478882,0.6060067181460881
138,Courtney Gonzalez,F,31,Asia,2023-12-06,Silver,0,False,148.4110932567106,0.4820558933420811
139,David Alvarez,F,23,USA,2021-12-13,Silver,24,False,176.97709280241597,0.49438283040398195
140,Angel Perry,F,29,Other,2023-04-05,Silver,9,False,113.25547259312508,0.6752599515201458
141,Cheyenne Horton,M,23,Other,2020-02-28,Silver,46,False,175.07128504605902,0.1615825395536879
142,David Douglas Jr.,M,27,USA,2019-12-27,Bronze,48,False,126.85773740842349,0.6687333721235711
143,Patricia Rodriguez,F,35,EU,2021-12-04,Silver,25,True,152.88021209735695,0.5221231486233853
144,Christopher Rubio,M,38,USA,2021-10-03,Gold,27,True,236.54786805694016,0.4896278077903735
145,Amber Wright,F,18,USA,2023-11-23,Bronze,1,False,102.8050896585186,0.4943419421712458
146,Joyce Solis,F,32,USA,2022-11-05,Bronze,14,False,111.42762881853054,0.5959680621683967
147,Victoria Larson,F,27,EU,2022-08-18,Bronze,16,False,129.87160571510339,0.6538932859735365
148,Stephanie Salazar,F,26,EU,2019-11-03,Gold,50,False,137.84096199021758,0.46453869188094393
149,Kathy Rivas,F,34,USA,2022-03-05,Silver,22,False,127.0434332158855,0.4798743303732355
150,Stephanie Manning,M,27,USA,2020-10-09,Platinum,39,True,375.04088627540125,0.5913418993097306
151,David Wright,F,46,Other,2021-07-28,Silver,29,True,193.05361773911676,0.18528849597657
152,Pamela Boyd,M,44,USA,2022-03-06,Bronze,22,False,71.84148125263064,0.48519525252704343
153,Denise Jones,M,44,USA,2019-10-15,Silver,51,False,196.86910793422146,0.5747123516942949
154,Devon Flores,M,28,EU,2020-11-27,Bronze,37,True,48.55721167519869,0.4260029654524288
155,Brenda Hall,F,23,Other,2023-09-18,Bronze,3,False,112.51179037390158,0.3802084629912992
156,Michelle Brown,M,33,USA,2023-12-08,Bronze,0,False,104.37588570670007,0.4771497054406369
157,Joshua Perry,M,31,EU,2020-07-12,Bronze,42,True,85.33774715547301,0.4122598071616944
158,Jason Stein,M,26,Asia,2019-07-22,Bronze,54,True,86.56907752718514,0.4631522206274959
159,Melissa Gates,F,21,USA,2023-11-06,Bronze,1,False,87.3063258431484,0.42918291019889515
160,Jamie Smith,F,32,Asia,2021-08-08,Bronze,29,True,95.91695158592633,0.7342454383722925
161,Paul Castaneda,F,28,USA,2021-11-23,Bronze,25,True,139.72070749183257,0.3290708716462619
162,Jennifer Adkins,F,39,EU,2019-08-15,Silver,53,True,174.69310912421625,0.6252170851904191
163,Lindsey Walker,M,39,EU,2019-11-16,Bronze,50,True,128.6880826013847,0.41191570672698186
164,Jeffrey Johnson,M,44,EU,2021-09-05,Bronze,28,True,93.55845690230542,0.5488723333786244
165,Michael Powell,F,20,USA,2019-12-11,Bronze,49,False,104.60517848114326,0.5970539693630363
166,John Anderson,M,37,Asia,2020-07-25,Silver,41,False,117.85216088649484,0.729559990953394
167,Alyssa Long,M,25,USA,2019-07-17,Silver,54,True,141.64665837723894,0.5589379684727815
168,Alyssa Day,M,20,USA,2021-12-13,Gold,24,False,177.90001691741867,0.44053612894362454
169,Joel Williams,F,28,USA,2022-11-20,Gold,13,False,219.5455689667283,0.5098661123448592
170,Daniel Murphy,M,43,EU,2019-11-26,Bronze,49,True,85.86291220455016,0.7877715172254893
171,Jamie Walton,F,29,EU,2023-06-28,Bronze,6,False,83.26270136065088,0.5245179485936982
172,Darlene Miller,M,48,USA,2020-10-27,Bronze,38,False,107.92701838490298,0.3038263661327992
173,Joshua Cooke,F,38,EU,2020-07-25,Platinum,41,True,296.7889819876907,0.44250635614230793
174,Matthew Harrington,M,29,USA,2020-05-16,Silver,44,True,128.98397824289728,0.4386420728300645
175,Nicole Herring,M,44,EU,2023-09-18,Bronze,3,False,83.06711737757699,0.6094952672535527
176,Alex Hernandez,M,37,USA,2023-12-13,Bronze,0,False,85.98260448984034,0.3167020562511157
177,Michael Elliott,F,23,EU,2020-05-03,Bronze,44,False,116.29229053797393,0.4238338760443346
178,Michael Wang,M,51,USA,2020-05-03,Bronze,44,True,108.35056284725201,0.5320281253705599
179,Lawrence Adkins,F,35,Other,2020-01-06,Gold,48,True,169.79291499294283,0.45793701634694706
180,Robert Oconnell,F,33,USA,2019-09-15,Silver,52,False,128.53827537186115,0.5136379635340409
181,Alexander Collins,F,24,USA,2023-11-19,Silver,1,False,115.58000093888893,0.5221381279388854
182,Tina Sanders,M,44,USA,2021-09-03,Bronze,28,True,92.13483468711226,0.5321735840351844
183,Angela Vaughn,M,38,Other,2019-01-21,Bronze,60,True,102.45908505497982,0.3609554414056837
184,Ashley Barton,M,39,Asia,2021-12-03,Silver,25,True,123.6317597696072,0.6196376296002314
185,Lindsay Martinez,F,27,USA,2019-06-21,Silver,55,False,215.61940680260471,0.41970732582561265
186,Dr. Hannah Patterson,F,41,EU,2019-08-03,Bronze,53,True,112.47564870093996,0.4982613041989545
187,Jonathan Peterson,F,42,Asia,2021-02-18,Silver,34,True,149.03473370393982,0.318217557413465
188,Samantha Garcia,F,26,EU,2020-03-08,Gold,46,False,203.40290499931837,0.505984096639838
189,Madison Poole,M,18,EU,2021-03-16,Bronze,34,False,72.17190844899889,0.5285266222339321
190,Jessica Gross,M,38,USA,2022-07-03,Silver,18,False,114.0291672488599,0.5054344925137224
191,Debra Morton,F,18,USA,2023-10-22,Bronze,2,False,126.45784228839668,0.38295306894032916
192,Karen Graham,M,34,Asia,2022-01-11,Silver,24,False,199.05296487972475,0.6691905399494855
193,Debra Christian,M,28,Other,2019-04-16,Bronze,57,True,55.69217140359807,0.587516051809604
194,Angelica Keith,F,45,EU,2021-07-02,Silver,30,False,164.11152486279474,0.4791649219067109
195,John Bishop,M,29,USA,2020-11-01,Bronze,38,True,127.63277005425172,0.47778938522808767
196,Allen Rosales,F,44,USA,2020-09-08,Bronze,40,False,93.16515799883791,0.38927821113413263
197,Daniel Salinas,F,27,Asia,2022-11-12,Silver,13,False,195.58030592096466,0.40657662494517455
198,Spencer Haynes,F,42,Asia,2022-03-19,Silver,21,False,173.02042708681,0.7185282205534466
199,Adam Vaughan,M,53,Asia,2019-11-18,Gold,50,False,218.03640797886493,0.4462516958770161
200,Nathan Freeman,M,22,Asia,2023-03-18,Silver,9,False,142.66025907889582,0.9145870824298428
201,Melissa Brewer,F,35,EU,2019-11-21,Silver,50,True,152.76329768046497,0.3260529926918265
202,Ricky Davis II,M,60,USA,2020-10-22,Silver,38,True,136.57758008981847,0.5553162412153868
203,Elizabeth Perkins,M,33,USA,2021-11-11,Bronze,26,True,105.9291432635213,0.5339310180361801
204,Joseph Coleman,M,33,Asia,2022-04-18,Bronze,20,False,105.05607867557516,0.5054379618283517
205,Erin Warner,M,40,EU,2020-08-06,Bronze,41,True,91.31424715790341,0.2611883398993401
206,David Martinez,M,33,USA,2019-12-01,Bronze,49,True,61.05931271859113,0.29431595115369147
207,Bryan Herrera,F,18,USA,2023-11-09,Bronze,1,False,96.1002380727935,0.5293358719791585
208,Cathy Robinson,M,44,EU,2021-12-20,Gold,24,False,159.28506973922697,0.34639054285603
209,Dr. William Warren,M,18,USA,2023-05-16,Gold,7,False,155.16510927669316,0.6813575270999568
210,Brian Lee,F,28,USA,2019-10-05,Gold,51,False,172.40007429626036,0.4664037602450326
211,Christopher Smith,F,45,EU,2019-01-19,Platinum,60,True,349.6129426744102,0.538251002169797
212,Denise Mccann,M,29,EU,2020-12-22,Bronze,36,True,77.77737529992686,0.49393208738664124
213,Melissa Martinez,M,26,EU,2021-04-17,Bronze,32,True,82.25175567731193,0.4897704157984612
214,Katherine Salas,F,41,USA,2019-12-23,Silver,49,False,171.2032139580519,0.7281166737541767
215,Julie Alexander,F,24,Asia,2020-11-08,Gold,38,True,169.37413239390975,0.6626505084564428
216,Anthony Everett,F,20,USA,2019-12-19,Bronze,49,False,77.45599991046082,0.5231479240108984
217,Rodney Morales,F,35,USA,2020-05-18,Silver,44,False,174.2650928866089,0.6012433880694279
218,Mark Brown,M,31,Asia,2023-07-12,Bronze,5,False,97.41068957686545,0.6759671279890775
219,Justin Torres,F,20,EU,2020-04-16,Bronze,45,True,101.30679855427628,0.4103261482423225
220,Bailey Duran DDS,M,39,Asia,2023-09-14,Bronze,3,False,95.52264418057675,0.2667557263672933
221,Courtney Mills,F,37,EU,2022-12-04,Bronze,13,False,108.46617221291204,0.582953087762834
222,Jeremy Dalton,F,29,EU,2019-10-08,Gold,51,True,227.41891845936166,0.6868968928838056
223,Elizabeth Oliver DDS,F,30,USA,2022-08-27,Bronze,16,False,97.5402685117385,0.24279750997815058
224,Theresa Clark,M,37,USA,2021-07-24,Platinum,29,True,210.11121523550605,0.40905270124436144
225,Matthew Moore,M,44,USA,2022-11-12,Bronze,13,False,105.9496275906734,0.4637882363240121
226,Benjamin Smith,F,30,USA,2020-11-11,Gold,38,True,186.39975012386077,0.3526270479548166
227,Kirk Carter,F,39,Other,2020-09-13,Silver,40,True,175.71854331115375,0.4783071672547104
228,Michael Warner,F,38,USA,2021-12-08,Silver,25,False,123.13167386622803,0.33297699137610737
229,Michael Bradshaw,M,41,Asia,2021-01-18,Bronze,35,True,93.71210689318352,0.4521369361012905
230,Lori Guerrero,M,33,EU,2019-09-13,Silver,52,True,105.5439944765057,0.604905069082568
231,Jessica Stephens,F,23,Asia,2020-01-04,Gold,48,True,231.32622161632705,0.18957685547674313
232,Susan Serrano,M,28,EU,2021-08-26,Bronze,28,True,124.50699584186766,0.34233494944391296
233,Christopher Parker,F,36,EU,2022-10-01,Bronze,15,False,90.24004488430703,0.7101037855963284
234,Laura Roberts,M,51,EU,2020-08-27,Bronze,40,False,96.1183637272623,0.376351837278053
235,Michael Lyons,F,28,USA,2021-12-23,Bronze,24,False,83.80641709533052,0.11021306648086299
236,Kathryn Snyder,F,41,Asia,2019-11-10,Bronze,50,True,85.73491406650443,0.5256770219861863
237,Andrew Reynolds,F,29,USA,2023-11-06,Silver,1,False,170.80682121397132,0.4887870751398869
238,David Davis,M,34,USA,2020-08-11,Bronze,41,True,89.91696733595556,0.5222202197536882
239,Sara Johnston,F,48,EU,2020-01-07,Silver,48,True,164.254498136003,0.5086080054357883
240,Yvonne Chambers,M,40,USA,2020-11-10,Gold,38,True,199.390798386215,0.6909372552079306
241,Andrew Avila,F,20,Other,2020-12-12,Silver,37,True,172.51686957577166,0.3945407305987691
242,Matthew Moon,M,27,Other,2023-05-21,Bronze,7,False,92.15203270669467,0.4859291286711141
243,Kevin Walters,M,45,Other,2023-04-22,Silver,8,False,182.55928743547497,0.43509680864887307
244,Brandon Bailey MD,M,34,USA,2019-10-28,Bronze,50,True,137.50901353611957,0.6014543949376575
245,Shannon Rivera,M,21,USA,2020-11-06,Bronze,38,True,65.99300357291477,0.6166314586672943
246,Donna Landry,F,24,Other,2021-08-06,Bronze,29,True,98.1566133937826,0.5558605321455138
247,Krista Gibson,M,40,EU,2022-12-25,Gold,12,False,196.2887145158801,0.8230703878738354
248,Frank Cordova,F,42,Other,2020-10-04,Silver,39,True,128.52861159011113,0.5829956916816017
249,Jose Travis,Other,33,Other,2023-08-02,Bronze,5,False,108.15015508294044,0.6882498552108112
250,Kimberly Gutierrez,M,57,Asia,2019-01-25,Bronze,60,False,122.4119446283797,0.3671941969894241
251,Isaiah Avila,F,41,USA,2020-11-26,Bronze,37,True,60.51961463503722,0.39526846294448686
252,Olivia Harris,M,30,USA,2019-11-07,Platinum,50,False,177.01894589769697,0.7970505162394301
253,Tanya Kim,M,24,Asia,2021-02-21,Platinum,34,True,399.44571354474544,0.29691074245317806
254,Barbara Dudley,M,23,USA,2021-09-22,Bronze,27,True,95.2079382490289,0.6151774213703972
255,Cynthia Moore,F,36,USA,2021-11-27,Bronze,25,True,101.7891429478461,0.6930033429550784
256,Kristen Davis,M,28,EU,2021-11-07,Silver,26,True,117.94587733998358,0.6763320874388463
257,Susan Murray MD,F,49,Other,2022-07-21,Bronze,17,False,100.88663520762562,0.2607011031052095
258,Kathleen Moran,F,47,EU,2019-11-21,Bronze,50,True,127.3775087908085,0.4473786460911182
259,Denise Davenport,F,39,EU,2020-10-22,Silver,38,False,164.89273053145337,0.5933291051860148
260,Mrs. Kristen Reyes,M,21,USA,2022-01-24,Bronze,23,False,103.8548873134359,0.6113020477137268
261,Katie Suarez,F,26,EU,2020-10-02,Silver,39,True,96.9000617111856,0.4986487241405545
262,Desiree Tyler,F,45,Other,2023-03-27,Bronze,9,False,114.85384888933065,0.395583761522876
263,Timothy Romero,F,27,USA,2022-06-10,Silver,19,False,150.287606543297,0.4589770731809952
264,Diane Evans,F,44,EU,2022-04-25,Silver,20,False,131.76010349424945,0.40726525083822585
265,Yvonne Burns,F,37,Asia,2023-04-14,Silver,8,False,169.27525518067387,0.3135913723454934
266,Joshua Reed,M,33,Asia,2022-04-26,Silver,20,False,124.56432399367272,0.4551387324578726
267,Kimberly Gibson,M,25,EU,2019-11-05,Bronze,50,True,111.21546550021728,0.7773944421053329
268,Colin Terry,M,32,Asia,2021-03-20,Bronze,33,True,124.33771747664514,0.45816965415873695
269,Cynthia Rowe,M,34,USA,2020-06-08,Bronze,43,True,103.08428916136327,0.27308225294250377
270,Patrick Thornton,M,43,USA,2023-05-20,Bronze,7,False,91.52010811169502,0.446198608544082
271,Jasmin Alvarado,M,24,Asia,2021-11-18,Bronze,25,True,88.55697057090046,0.7592059452514731
272,Veronica Simpson,M,30,Asia,2022-04-21,Silver,20,False,161.48056031213278,0.26106073444884104
273,Jonathan Lawrence,F,33,Asia,2019-01-05,Bronze,60,True,91.35942881514724,0.49985920939211936
274,Shelly Alexander,M,39,Other,2022-06-04,Bronze,19,False,147.32979805681174,0.6106611396085082
275,Joyce Bowen,F,23,EU,2023-07-19,Gold,5,False,143.3953492545368,0.32885672970132596
276,Matthew Moore,M,19,EU,2022-08-11,Silver,16,False,146.10713599245298,0.5286192044252891
277,Wayne Morgan,F,39,Asia,2019-11-05,Bronze,50,True,105.45142758877276,0.36301035484986166
